Time,Voltage,Current,Temperature,Gas,Label,dV_dt,dT_dt,Power
4041,3.16,-273.49,81.73,907,2,0.01,0,-864.2284
4042,3.11,-418.84,81.41,925,2,-0.05,-0.32,-1302.5924
4043,3.15,-825.42,81.31,915,2,0.04,-0.1,-2600.073
4044,3.12,-1651.44,81.27,923,2,-0.03,-0.04,-5152.4928
4045,3.14,-525.37,81.27,913,2,0.02,0,-1649.6618
4046,3.1,121.81,81.37,918,2,-0.04,0.1,377.611
4047,3.11,904.12,81.5,893,2,0.01,0.13,2811.8132
4048,3.1,345.65,81.56,909,2,-0.01,0.06,1071.515
4049,3.06,-198.35,81.43,904,2,-0.04,-0.13,-606.951
4050,3.07,-955.15,81.64,896,2,0.01,0.21,-2932.3105
4051,3.1,-415.41,81.78,899,2,0.03,0.14,-1287.771
4052,3.12,50.92,81.7,904,2,0.02,-0.08,158.8704
4053,3.14,-747.58,81.86,889,2,0.02,0.16,-2347.4012
4054,3.13,241.73,82.14,878,2,-0.01,0.28,756.6149
4055,3.16,-119.17,82.17,868,2,0.03,0.03,-376.5772
4056,3.16,-775.25,82.34,864,2,0,0.17,-2449.79
4057,3.13,114.9,82.29,862,2,-0.03,-0.05,359.637
4058,3.17,-395.02,82.4,877,2,0.04,0.11,-1252.2134
4059,3.18,-837,82.42,871,2,0.01,0.02,-2661.66
4060,3.18,-446.35,82.28,892,2,0,-0.14,-1419.393
4061,3.17,-382.47,82.08,901,2,-0.01,-0.2,-1212.4299
4062,3.14,-487.36,82.24,921,2,-0.03,0.16,-1530.3104
4063,3.12,-189.66,82.34,910,2,-0.02,0.1,-591.7392
4064,3.13,441.01,82.69,935,2,0.01,0.35,1380.3613
4065,3.15,997.7,82.77,918,2,0.02,0.08,3142.755
4066,3.15,448.61,82.56,914,2,0,-0.21,1413.1215
4067,3.14,491.36,82.46,900,2,-0.01,-0.1,1542.8704
4068,3.14,665.62,82.48,889,2,0,0.02,2090.0468
4069,3.12,233.18,82.54,897,2,-0.02,0.06,727.5216
4070,3.16,-580.31,82.56,912,2,0.04,0.02,-1833.7796
4071,3.19,366.94,82.42,929,2,0.03,-0.14,1170.5386
4072,3.15,1080.02,82.56,939,2,-0.04,0.14,3402.063
4073,3.17,334.03,82.42,933,2,0.02,-0.14,1058.8751
4074,3.17,900.69,82.43,912,2,0,0.01,2855.1873
4075,3.14,-436.26,82.3,924,2,-0.03,-0.13,-1369.8564
4076,3.1,-401.42,81.93,925,2,-0.04,-0.37,-1244.402
4077,3.08,-766.62,81.91,935,2,-0.02,-0.02,-2361.1896
4078,3.05,-29.25,82.01,934,2,-0.03,0.1,-89.2125
4079,3.09,-886.79,81.93,927,2,0.04,-0.08,-2740.1811
4080,3.09,-89.33,81.95,935,2,0,0.02,-276.0297
4081,3.14,-543.19,81.81,926,2,0.05,-0.14,-1705.6166
4082,3.15,-650.75,81.95,936,2,0.01,0.14,-2049.8625
4083,3.19,-1258.97,82.08,954,2,0.04,0.13,-4016.1143
4084,3.19,-1045.22,81.98,950,2,0,-0.1,-3334.2518
4085,3.17,-1349.37,82.01,931,2,-0.02,0.03,-4277.5029
4086,3.18,-1110,82.02,931,2,0.01,0.01,-3529.8
4087,3.19,-488.01,82.13,933,2,0.01,0.11,-1556.7519
4088,3.2,531.03,82.02,947,2,0.01,-0.11,1699.296
4089,3.18,663.22,82.31,970,2,-0.02,0.29,2109.0396
4090,3.17,-49.14,82.51,976,2,-0.01,0.2,-155.7738
4091,3.14,645.26,82.59,987,2,-0.03,0.08,2026.1164
4092,3.11,946.36,82.66,997,2,-0.03,0.07,2943.1796
4093,3.09,364.26,82.79,1000,2,-0.02,0.13,1125.5634
4094,3.07,-104.09,83.09,993,2,-0.02,0.3,-319.5563
4095,3.06,-849.13,83,990,2,-0.01,-0.09,-2598.3378
4096,3.1,-63.08,83.34,986,2,0.04,0.34,-195.548
4097,3.11,-803.8,83.44,982,2,0.01,0.1,-2499.818
4098,3.13,99.84,83.55,990,2,0.02,0.11,312.4992
4099,3.1,703.69,83.59,963,2,-0.03,0.04,2181.439
4100,3.11,1221.24,83.53,953,2,0.01,-0.06,3798.0564
4101,3.03,477.74,83.65,963,2,-0.08,0.12,1447.5522
4102,3.04,-200.63,83.71,981,2,0.01,0.06,-609.9152
4103,3.07,504.97,83.89,977,2,0.03,0.18,1550.2579
4104,3.06,816.42,83.86,989,2,-0.01,-0.03,2498.2452
4105,3.04,981.32,83.95,964,2,-0.02,0.09,2983.2128
4106,3.03,453.87,83.87,964,2,-0.01,-0.08,1375.2261
4107,3.05,695.8,83.88,959,2,0.02,0.01,2122.19
4108,3.06,912.63,84.04,953,2,0.01,0.16,2792.6478
4109,3.06,1093.44,84.03,949,2,0,-0.01,3345.9264
4110,3.09,1203.31,84.17,946,2,0.03,0.14,3718.2279
4111,3.05,1366.06,84.24,946,2,-0.04,0.07,4166.483
4112,3.04,1771.55,84.02,961,2,-0.01,-0.22,5385.512
4113,3.03,1988.8,84.25,970,2,-0.01,0.23,6026.064
4114,3.03,584.81,84.12,993,2,0,-0.13,1771.9743
4115,3.04,-163.85,84.09,999,2,0.01,-0.03,-498.104
4116,3.05,-277.07,84.22,995,2,0.01,0.13,-845.0635
4117,3.06,662.96,84.38,994,2,0.01,0.16,2028.6576
4118,3.07,-168.9,84.42,982,2,0.01,0.04,-518.523
4119,3.08,-898.48,84.44,978,2,0.01,0.02,-2767.3184
4120,3.07,-87.71,84.33,980,2,-0.01,-0.11,-269.2697
4121,3.11,-589.18,84.36,980,2,0.04,0.03,-1832.3498
4122,3.07,177.28,84.65,979,2,-0.04,0.29,544.2496
4123,3.09,-121.4,84.75,988,2,0.02,0.1,-375.126
4124,3.07,798.67,84.86,997,2,-0.02,0.11,2451.9169
4125,3.03,1379.99,84.89,995,2,-0.04,0.03,4181.3697
4126,3,1528.05,84.74,989,2,-0.03,-0.15,4584.15
4127,3.05,332.99,84.96,985,2,0.05,0.22,1015.6195
4128,3.08,-444,85.13,960,2,0.03,0.17,-1367.52
4129,3.11,-612.85,85.19,961,2,0.03,0.06,-1905.9635
4130,3.09,335.72,85.23,977,2,-0.02,0.04,1037.3748
4131,3.12,-91.49,85.33,979,2,0.03,0.1,-285.4488
4132,3.13,-335.1,85.3,973,2,0.01,-0.03,-1048.863
4133,3.16,921.87,85.29,962,2,0.03,-0.01,2913.1092
4134,3.19,760.76,85.49,959,2,0.03,0.2,2426.8244
4135,3.2,1284.67,85.62,978,2,0.01,0.13,4110.944
4136,3.22,1419.98,85.74,966,2,0.02,0.12,4572.3356
4137,3.16,1302.29,85.72,938,2,-0.06,-0.02,4115.2364
4138,3.13,341.56,85.64,950,2,-0.03,-0.08,1069.0828
4139,3.15,-715.39,85.73,955,2,0.02,0.09,-2253.4785
4140,3.17,-1090.88,85.78,958,2,0.02,0.05,-3458.0896
4141,3.15,-40.71,86.07,952,2,-0.02,0.29,-128.2365
4142,3.13,696.13,86.22,966,2,-0.02,0.15,2178.8869
4143,3.12,962.65,86.23,949,2,-0.01,0.01,3003.468
4144,3.12,322.28,86.55,936,2,0,0.32,1005.5136
4145,3.07,-598.85,86.43,916,2,-0.05,-0.12,-1838.4695
4146,3.06,76.49,86.32,941,2,-0.01,-0.11,234.0594
4147,3.05,533.69,86.49,945,2,-0.01,0.17,1627.7545
4148,3.07,979.75,86.45,961,2,0.02,-0.04,3007.8325
4149,3.06,1531.03,86.64,968,2,-0.01,0.19,4684.9518
4150,3.02,1430.32,86.6,969,2,-0.04,-0.04,4319.5664
4151,3.02,11.7,86.34,969,2,0,-0.26,35.334
4152,3.05,-910.21,86.38,968,2,0.03,0.04,-2776.1405
4153,3.06,-485.46,86.55,965,2,0.01,0.17,-1485.5076
4154,3.05,-850.53,86.42,989,2,-0.01,-0.13,-2594.1165
4155,3.03,-427.53,86.5,990,2,-0.02,0.08,-1295.4159
4156,3.03,82.06,86.37,994,2,0,-0.13,248.6418
4157,3.03,745.29,86.24,991,2,0,-0.13,2258.2287
4158,3.05,1385.1,86.22,983,2,0.02,-0.02,4224.555
4159,3.08,1705.32,86.29,976,2,0.03,0.07,5252.3856
4160,3.07,474.78,86.1,986,2,-0.01,-0.19,1457.5746
4161,3.07,1231.95,86,970,2,0,-0.1,3782.0865
4162,3.05,175.25,86.26,963,2,-0.02,0.26,534.5125
4163,3.05,488.39,86.41,950,2,0,0.15,1489.5895
4164,3.09,555.78,86.44,948,2,0.04,0.03,1717.3602
4165,3.09,570.29,86.6,958,2,0,0.16,1762.1961
4166,3.1,987.09,86.61,936,2,0.01,0.01,3059.979
4167,3.1,841.06,86.45,926,2,0,-0.16,2607.286
4168,3.09,1428.85,86.53,932,2,-0.01,0.08,4415.1465
4169,3.11,232.14,86.65,917,2,0.02,0.12,721.9554
4170,3.13,-883.63,86.85,920,2,0.02,0.2,-2765.7619
4171,3.12,-1328.18,86.93,912,2,-0.01,0.08,-4143.9216
4172,3.15,-148.13,86.8,925,2,0.03,-0.13,-466.6095
4173,3.14,-402.81,86.68,918,2,-0.01,-0.12,-1264.8234
4174,3.13,420.7,86.99,927,2,-0.01,0.31,1316.791
4175,3.17,-235.41,87.03,914,2,0.04,0.04,-746.2497
4176,3.18,329.7,87.04,897,2,0.01,0.01,1048.446
4177,3.16,-445.78,86.9,898,2,-0.02,-0.14,-1408.6648
4178,3.17,156.48,86.98,897,2,0.01,0.08,496.0416
4179,3.15,455.69,87.27,873,2,-0.02,0.29,1435.4235
4180,3.18,-434.09,87.44,863,2,0.03,0.17,-1380.4062
4181,3.14,3.95,87.27,874,2,-0.04,-0.17,12.403
4182,3.13,-221.61,87.53,875,2,-0.01,0.26,-693.6393
4183,3.1,489.89,87.24,875,2,-0.03,-0.29,1518.659
4184,3.06,1115.49,87.25,869,2,-0.04,0.01,3413.3994
4185,3.07,1204.24,87.42,875,2,0.01,0.17,3697.0168
4186,3.06,1575.42,87.33,874,2,-0.01,-0.09,4820.7852
4187,3.11,434.02,87.33,862,2,0.05,0,1349.8022
4188,3.1,783.89,87.76,873,2,-0.01,0.43,2430.059
4189,3.08,-56.36,87.81,867,2,-0.02,0.05,-173.5888
4190,3.09,-247.47,87.74,882,2,0.01,-0.07,-764.6823
4191,3.13,525.44,87.87,891,2,0.04,0.13,1644.6272
4192,3.11,-83.25,87.91,897,2,-0.02,0.04,-258.9075
4193,3.11,770.71,87.87,896,2,0,-0.04,2396.9081
4194,3.12,1307.38,88.03,860,2,0.01,0.16,4079.0256
4195,3.12,1471.45,87.91,865,2,0,-0.12,4590.924
4196,3.12,604.16,87.91,874,2,0,0,1884.9792
4197,3.13,997.78,88.2,890,2,0.01,0.29,3123.0514
4198,3.11,-436.11,88.21,868,2,-0.02,0.01,-1356.3021
4199,3.12,44.06,88.15,874,2,0.01,-0.06,137.4672
4200,3.13,219.33,88.38,874,2,0.01,0.23,686.5029
4201,3.14,-255.75,88.16,866,2,0.01,-0.22,-803.055
4202,3.16,-561.06,88.28,882,2,0.02,0.12,-1772.9496
4203,3.16,-1112.11,88.36,869,2,0,0.08,-3514.2676
4204,3.19,-1444.27,88.5,877,2,0.03,0.14,-4607.2213
4205,3.19,-318.95,88.49,861,2,0,-0.01,-1017.4505
4206,3.19,-527.52,88.61,844,2,0,0.12,-1682.7888
4207,3.19,-1055.62,88.52,859,2,0,-0.09,-3367.4278
4208,3.14,-1136.92,88.68,847,2,-0.05,0.16,-3569.9288
4209,3.14,-460.9,88.77,882,2,0,0.09,-1447.226
4210,3.14,83.67,88.85,891,2,0,0.08,262.7238
4211,3.18,-239.49,88.97,881,2,0.04,0.12,-761.5782
4212,3.14,-248.03,88.81,869,2,-0.04,-0.16,-778.8142
4213,3.13,-1041.85,88.86,887,2,-0.01,0.05,-3260.9905
4214,3.12,-1192.63,88.88,859,2,-0.01,0.02,-3721.0056
4215,3.15,-1783.31,89.04,879,2,0.03,0.16,-5617.4265
4216,3.15,-568.99,89.17,879,2,0,0.13,-1792.3185
4217,3.14,-1033.33,88.99,871,2,-0.01,-0.18,-3244.6562
4218,3.15,-994.41,88.95,861,2,0.01,-0.04,-3132.3915
4219,3.11,317.65,88.92,866,2,-0.04,-0.03,987.8915
4220,3.12,-388.35,89.2,868,2,0.01,0.28,-1211.652
4221,3.11,-74.34,89.06,871,2,-0.01,-0.14,-231.1974
4222,3.08,-1235.35,88.9,881,2,-0.03,-0.16,-3804.878
4223,3.05,-1420.84,88.98,886,2,-0.03,0.08,-4333.562
4224,3.06,-1704.37,89.28,884,2,0.01,0.3,-5215.3722
4225,3.07,-2061.44,89.36,889,2,0.01,0.08,-6328.6208
4226,3.03,-2197.23,89.43,892,2,-0.04,0.07,-6657.6069
4227,3.07,-722.64,89.35,912,2,0.04,-0.08,-2218.5048
4228,3.09,-141.53,89.56,913,2,0.02,0.21,-437.3277
4229,3.15,-534.94,89.59,913,2,0.06,0.03,-1685.061
4230,3.15,-1342.32,89.35,917,2,0,-0.24,-4228.308
4231,3.11,-1513.6,89.02,919,2,-0.04,-0.33,-4707.296
4232,3.11,-1577.38,89.34,934,2,0,0.32,-4905.6518
4233,3.11,-1357.69,89.3,944,2,0,-0.04,-4222.4159
4234,3.09,-221.85,89.31,948,2,-0.02,0.01,-685.5165
4235,3.13,-698.11,89.27,946,2,0.04,-0.04,-2185.0843
4236,3.1,7.1,89.29,941,2,-0.03,0.02,22.01
4237,3.07,-426.8,89.31,950,2,-0.03,0.02,-1310.276
4238,3.08,-482.83,89.32,932,2,0.01,0.01,-1487.1164
4239,3.07,-713.71,89.34,921,2,-0.01,0.02,-2191.0897
4240,3.06,-905.13,89.42,918,2,-0.01,0.08,-2769.6978
4241,3.08,-1494.4,89.44,929,2,0.02,0.02,-4602.752
4242,3.12,-466.53,89.35,915,2,0.04,-0.09,-1455.5736
4243,3.12,-38.68,89.78,933,2,0,0.43,-120.6816
4244,3.09,-241.07,89.58,918,2,-0.03,-0.2,-744.9063
4245,3.12,421.96,89.57,933,2,0.03,-0.01,1316.5152
4246,3.15,-427.19,89.67,927,2,0.03,0.1,-1345.6485
4247,3.16,-994.07,89.74,916,2,0.01,0.07,-3141.2612
4248,3.13,-1307.49,89.85,924,2,-0.03,0.11,-4092.4437
4249,3.11,-753.63,90,907,2,-0.02,0.15,-2343.7893
4250,3.09,-769.29,89.97,894,2,-0.02,-0.03,-2377.1061
4251,3.06,-833.57,90,903,2,-0.03,0.03,-2550.7242
4252,3.06,-262.66,90,922,2,0,0,-803.7396
4253,3.07,-37.32,90,933,2,0.01,0,-114.5724
4254,3.11,-328.34,89.94,973,2,0.04,-0.06,-1021.1374
4255,3.11,-988.83,89.87,971,2,0,-0.07,-3075.2613
4256,3.11,-1199.11,89.89,972,2,0,0.02,-3729.2321
4257,3.12,-1106.16,89.9,974,2,0.01,0.01,-3451.2192
4258,3.05,-26.68,90,964,2,-0.07,0.1,-81.374
4259,3.08,-629.82,90,950,2,0.03,0,-1939.8456
4260,3.08,-86.57,90,953,2,0,0,-266.6356
4261,3.06,-845.38,90,962,2,-0.02,0,-2586.8628
4262,3.08,-1156.51,90,966,2,0.02,0,-3562.0508
4263,3.06,-506.95,89.82,967,2,-0.02,-0.18,-1551.267
4264,3.07,-682.63,89.92,952,2,0.01,0.1,-2095.6741
4265,3.11,-217.57,89.91,943,2,0.04,-0.01,-676.6427
4266,3.1,2.67,89.87,948,2,-0.01,-0.04,8.277
4267,3.11,263.42,90,932,2,0.01,0.13,819.2362
4268,3.09,1091.41,90,932,2,-0.02,0,3372.4569
4269,3.08,1030.88,90,946,2,-0.01,0,3175.1104
4270,3.13,1135.51,90,939,2,0.05,0,3554.1463
4271,3.08,20.34,90,935,2,-0.05,0,62.6472
4272,3.06,595.31,89.78,945,2,-0.02,-0.22,1821.6486
4273,3.05,1168.98,89.79,937,2,-0.01,0.01,3565.389
4274,3.04,169.17,89.93,931,2,-0.01,0.14,514.2768
4275,3.08,-358.58,90,942,2,0.04,0.07,-1104.4264
4276,3.07,-516.35,90,942,2,-0.01,0,-1585.1945
4277,3.1,-122.94,89.89,935,2,0.03,-0.11,-381.114
4278,3.1,545.15,90,931,2,0,0.11,1689.965
4279,3.11,691.91,89.92,942,2,0.01,-0.08,2151.8401
4280,3.13,1235.56,89.91,961,2,0.02,-0.01,3867.3028
4281,3.15,1597.53,90,963,2,0.02,0.09,5032.2195
4282,3.16,764.98,89.94,957,2,0.01,-0.06,2417.3368
4283,3.16,1259.52,90,960,2,0,0.06,3980.0832
4284,3.17,1710.52,90,938,2,0.01,0,5422.3484
4285,3.17,2007.8,89.96,923,2,0,-0.04,6364.726
4286,3.15,1094.04,90,937,2,-0.02,0.04,3446.226
4287,3.18,-48.79,90,923,2,0.03,0,-155.1522
4288,3.17,-1078.53,90,923,2,-0.01,0,-3418.9401
4289,3.16,-1083.06,90,937,2,-0.01,0,-3422.4696
4290,3.12,-78.83,89.96,957,2,-0.04,-0.04,-245.9496
4291,3.07,-757.19,89.71,956,2,-0.05,-0.25,-2324.5733
4292,3.1,-881.71,89.81,950,2,0.03,0.1,-2733.301
4293,3.09,-367.03,89.73,943,2,-0.01,-0.08,-1134.1227
4294,3.15,321.4,89.68,946,2,0.06,-0.05,1012.41
4295,3.13,-460.33,89.64,930,2,-0.02,-0.04,-1440.8329
4296,3.15,-835.49,89.8,907,2,0.02,0.16,-2631.7935
4297,3.12,-1138.79,90,902,2,-0.03,0.2,-3553.0248
4298,3.09,-313.27,89.79,909,2,-0.03,-0.21,-968.0043
4299,3.15,-1307.79,90,914,2,0.06,0.21,-4119.5385
4300,3.1,-1188.11,89.88,926,2,-0.05,-0.12,-3683.141
4301,3.15,-1311.12,89.91,925,2,0.05,0.03,-4130.028
4302,3.13,-1769.86,89.9,927,2,-0.02,-0.01,-5539.6618
4303,3.14,-563.28,89.94,934,2,0.01,0.04,-1768.6992
4304,3.14,-974.57,90,918,2,0,0.06,-3060.1498
4305,3.09,-1414.47,90,921,2,-0.05,0,-4370.7123
4306,3.11,-1555.36,89.96,928,2,0.02,-0.04,-4837.1696
4307,3.12,-629.32,89.75,914,2,0.01,-0.21,-1963.4784
4308,3.15,367.41,89.72,908,2,0.03,-0.03,1157.3415
4309,3.14,-298.81,89.6,905,2,-0.01,-0.12,-938.2634
4310,3.09,388.08,89.58,899,2,-0.05,-0.02,1199.1672
4311,3.13,910.73,89.58,908,2,0.04,0,2850.5849
4312,3.12,1001.42,89.5,915,2,-0.01,-0.08,3124.4304
4313,3.09,17.95,89.43,912,2,-0.03,-0.07,55.4655
4314,3.07,732.27,89.38,906,2,-0.02,-0.05,2248.0689
4315,3.06,-375.36,89.5,907,2,-0.01,0.12,-1148.6016
4316,3.04,300.2,89.45,901,2,-0.02,-0.05,912.608
4317,3.04,902.85,89.27,893,2,0,-0.18,2744.664
4318,3.04,1111.88,89.57,921,2,0,0.3,3380.1152
4319,3.03,196.17,89.61,917,2,-0.01,0.04,594.3951
4320,3,852.9,89.69,939,2,-0.03,0.08,2558.7
4321,3.03,437.92,89.7,943,2,0.03,0.01,1326.8976
4322,3.06,-65.83,89.83,932,2,0.03,0.13,-201.4398
4323,3.06,-924.49,89.91,930,2,0,0.08,-2828.9394
4324,3.04,-1073.45,90,919,2,-0.02,0.09,-3263.288
4325,3.03,418.72,90,909,2,-0.01,0,1268.7216
4326,3.01,-317.24,90,903,2,-0.02,0,-954.8924
4327,3.02,356.3,89.97,911,2,0.01,-0.03,1076.026
4328,3.03,694.09,90,925,2,0.01,0.03,2103.0927
4329,3.01,1087.38,89.98,922,2,-0.02,-0.02,3273.0138
4330,3.01,1082.02,90,926,2,0,0.02,3256.8802
4331,2.99,1027.25,89.97,934,2,-0.02,-0.03,3071.4775
4332,3,924.23,90,943,2,0.01,0.03,2772.69
4333,2.99,267.45,89.91,951,2,-0.01,-0.09,799.6755
4334,2.97,-170.04,89.82,939,2,-0.02,-0.09,-505.0188
4335,2.98,305.26,89.73,942,2,0.01,-0.09,909.6748
4336,2.97,-146.06,89.72,940,2,-0.01,-0.01,-433.7982
4337,3.01,-923.62,89.82,935,2,0.04,0.1,-2780.0962
4338,3.01,-561.69,89.81,925,2,0,-0.01,-1690.6869
4339,2.97,-1145.15,89.72,931,2,-0.04,-0.09,-3401.0955
4340,2.98,-1457.08,89.9,949,2,0.01,0.18,-4342.0984
4341,3.03,-751.82,89.9,964,2,0.05,0,-2278.0146
4342,3.02,-887.75,89.84,963,2,-0.01,-0.06,-2681.005
4343,3.06,-1239.61,89.8,968,2,0.04,-0.04,-3793.2066
4344,3.05,-1294.65,89.65,962,2,-0.01,-0.15,-3948.6825
4345,3.03,-1165.63,89.86,942,2,-0.02,0.21,-3531.8589
4346,3.09,-356.48,89.9,944,2,0.06,0.04,-1101.5232
4347,3.07,-913.57,89.93,965,2,-0.02,0.03,-2804.6599
4348,3.08,-316.18,89.98,989,2,0.01,0.05,-973.8344
4349,3.02,-846.07,90,1000,2,-0.06,0.02,-2555.1314
4350,3,-872.7,90,990,2,-0.02,0,-2618.1
4351,2.96,-285.59,90,985,2,-0.04,0,-845.3464
4352,2.99,-412.19,90,975,2,0.03,0,-1232.4481
4353,3,-133.65,90,971,2,0.01,0,-400.95
4354,3.02,-364.51,89.77,1000,2,0.02,-0.23,-1100.8202
4355,3.03,454.51,89.79,1000,2,0.01,0.02,1377.1653
4356,3.04,1029.52,89.7,1000,2,0.01,-0.09,3129.7408
4357,3.08,994.68,90,995,2,0.04,0.3,3063.6144
4358,3.08,1042.04,90,1000,2,0,0,3209.4832
4359,3.04,1443.33,89.91,1000,2,-0.04,-0.09,4387.7232
4360,3.01,388.84,90,1000,2,-0.03,0.09,1170.4084
4361,3,-212.12,90,988,2,-0.01,0,-636.36
4362,2.98,250.31,90,999,2,-0.02,0,745.9238
4363,2.96,215.02,89.89,1000,2,-0.02,-0.11,636.4592
4364,2.93,-193.45,89.94,1000,2,-0.03,0.05,-566.8085
4365,2.96,-322.12,89.78,997,2,0.03,-0.16,-953.4752
4366,2.95,-705.23,90,1000,2,-0.01,0.22,-2080.4285
4367,2.97,-1078.02,90,993,2,0.02,0,-3201.7194
4368,2.96,-980.96,90,959,2,-0.01,0,-2903.6416
4369,2.95,-1147.87,89.8,960,2,-0.01,-0.2,-3386.2165
4370,2.98,-621.23,89.49,981,2,0.03,-0.31,-1851.2654
4371,3.04,-711.63,89.72,988,2,0.06,0.23,-2163.3552
4372,3.05,-108.3,89.53,1000,2,0.01,-0.19,-330.315
4373,3.08,-651.22,89.76,996,2,0.03,0.23,-2005.7576
4374,3.07,-224.71,89.79,996,2,-0.01,0.03,-689.8597
4375,3.04,-40.53,89.92,1000,2,-0.03,0.13,-123.2112
4376,3.1,-434.24,89.74,994,2,0.06,-0.18,-1346.144
4377,3.13,219.22,89.86,980,2,0.03,0.12,686.1586
4378,3.15,-313.41,89.82,968,2,0.02,-0.04,-987.2415
4379,3.1,-405.27,90,979,2,-0.05,0.18,-1256.337
4380,3.1,356.51,89.92,989,2,0,-0.08,1105.181
4381,3.1,-95.79,90,986,2,0,0.08,-296.949
4382,3.09,-654.69,89.93,988,2,-0.01,-0.07,-2022.9921
4383,3.11,251.15,90,1000,2,0.02,0.07,781.0765
4384,3.06,802.98,90,1000,2,-0.05,0,2457.1188
4385,3.08,-347.85,89.91,1000,2,0.02,-0.09,-1071.378
4386,3.07,-79.32,89.74,975,2,-0.01,-0.17,-243.5124
4387,3.07,-895.28,89.84,990,2,0,0.1,-2748.5096
4388,3.07,-389.16,89.94,980,2,0,0.1,-1194.7212
4389,3.06,422.56,90,974,2,-0.01,0.06,1293.0336
4390,3,524.21,90,961,2,-0.06,0,1572.63
4391,3.02,1270.5,90,959,2,0.02,0,3836.91
4392,3,1372.29,90,961,2,-0.02,0,4116.87
4393,2.97,317.37,90,951,2,-0.03,0,942.5889
4394,2.97,542.7,90,955,2,0,0,1611.819
4395,2.98,1149.84,90,955,2,0.01,0,3426.5232
4396,2.98,1331.73,90,971,2,0,0,3968.5554
4397,2.99,1665.63,90,961,2,0.01,0,4980.2337
4398,3.03,1595.61,89.98,954,2,0.04,-0.02,4834.6983
4399,3.05,491.18,90,976,2,0.02,0.02,1498.099
4400,3.06,-384.65,89.86,981,2,0.01,-0.14,-1177.029
4401,3.05,-980.97,89.8,972,2,-0.01,-0.06,-2991.9585
4402,3.01,-921.63,89.56,976,2,-0.04,-0.24,-2774.1063
4403,2.97,-96.23,89.47,983,2,-0.04,-0.09,-285.8031
4404,2.95,571.25,89.64,968,2,-0.02,0.17,1685.1875
4405,2.94,-771.01,89.72,988,2,-0.01,0.08,-2266.7694
4406,2.95,-1370.67,89.72,987,2,0.01,0,-4043.4765
4407,2.95,-279.34,89.72,990,2,0,0,-824.053
4408,2.98,244.88,89.9,989,2,0.03,0.18,729.7424
4409,2.98,-456.82,90,1000,2,0,0.1,-1361.3236
4410,2.95,578.6,90,999,2,-0.03,0,1706.87
4411,2.98,-504.45,90,1000,2,0.03,0,-1503.261
4412,3.03,374.27,90,1000,2,0.05,0,1134.0381
4413,3.02,-39.6,90,1000,2,-0.01,0,-119.592
4414,3.03,-747.21,89.94,989,2,0.01,-0.06,-2264.0463
4415,3,-145.22,89.9,1000,2,-0.03,-0.04,-435.66
4416,2.97,-906.86,89.98,1000,2,-0.03,0.08,-2693.3742
4417,2.94,-423.85,89.94,994,2,-0.03,-0.04,-1246.119
4418,2.96,-46.65,89.79,986,2,0.02,-0.15,-138.084
4419,3.03,-333.49,89.92,993,2,0.07,0.13,-1010.4747
4420,3.04,-22.43,89.97,1000,2,0.01,0.05,-68.1872
4421,3.05,-306.51,90,986,2,0.01,0.03,-934.8555
4422,3,646.77,90,994,2,-0.05,0,1940.31
4423,2.99,-94.18,90,999,2,-0.01,0,-281.5982
4424,2.98,-809.83,90,973,2,-0.01,0,-2413.2934
4425,3.01,-465.81,89.89,966,2,0.03,-0.11,-1402.0881
4426,2.97,-570.7,89.72,979,2,-0.04,-0.17,-1694.979
4427,3.01,334.15,89.68,973,2,0.04,-0.04,1005.7915
4428,3.03,-407.02,89.93,981,2,0.02,0.25,-1233.2706
4429,3,-908.44,89.7,995,2,-0.03,-0.23,-2725.32
4430,2.98,-23.71,89.68,1000,2,-0.02,-0.02,-70.6558
4431,2.97,-356.54,89.44,1000,2,-0.01,-0.24,-1058.9238
4432,2.96,-1033.9,89.53,1000,2,-0.01,0.09,-3060.344
4433,2.94,-1001.77,89.69,1000,2,-0.02,0.16,-2945.2038
4434,2.97,-384.08,89.62,986,2,0.03,-0.07,-1140.7176
4435,2.98,-552.49,89.89,974,2,0.01,0.27,-1646.4202
4436,2.98,-1226.43,89.94,945,2,0,0.05,-3654.7614
4437,2.97,-1831.6,89.88,967,2,-0.01,-0.06,-5439.852
4438,3,-783.33,89.89,976,2,0.03,0.01,-2349.99
4439,2.99,-94.78,90,961,2,-0.01,0.11,-283.3922
4440,3.03,674.59,90,974,2,0.04,0,2044.0077
4441,3.01,1243.48,90,974,2,-0.02,0,3742.8748
4442,2.98,1226.25,89.92,998,2,-0.03,-0.08,3654.225
4443,2.96,1128.02,90,1000,2,-0.02,0.08,3338.9392
4444,2.98,627.34,90,1000,2,0.02,0,1869.4732
4445,2.96,-635.19,89.74,1000,2,-0.02,-0.26,-1880.1624
4446,2.97,449.77,89.9,985,2,0.01,0.16,1335.8169
4447,2.99,629.92,90,985,2,0.02,0.1,1883.4608
4448,2.95,198.93,89.92,989,2,-0.04,-0.08,586.8435
4449,2.94,975.77,89.84,998,2,-0.01,-0.08,2868.7638
4450,2.95,259.47,89.83,1000,2,0.01,-0.01,765.4365
4451,2.93,-803.26,89.59,1000,2,-0.02,-0.24,-2353.5518
4452,2.91,-1004,89.64,999,2,-0.02,0.05,-2921.64
